kanji,kosakata,grammar,reading,status
35,35,53,69,Siap
55,54,64,53,Siap
33,30,53,46,Siap
70,60,68,47,Siap
59,58,48,45,Siap
37,47,71,40,Siap
82,78,82,63,Siap
54,69,51,56,Siap
68,68,64,65,Siap
48,52,46,32,Siap
29,32,38,62,Siap
71,66,58,52,Siap
42,69,82,51,Siap
72,71,74,59,Siap
53,58,47,55,Siap
44,78,60,52,Siap
26,34,17,47,Belum Siap
90,100,84,67,Siap
55,58,49,83,Siap
69,68,75,65,Siap
46,40,49,59,Siap
73,59,69,71,Siap
26,38,42,43,Siap
79,65,71,61,Siap
52,34,43,51,Siap
42,81,57,76,Siap
78,70,62,62,Siap
25,40,70,36,Siap
34,70,45,47,Siap
57,73,70,55,Siap
97,100,80,100,Siap
61,53,62,64,Siap
70,63,72,66,Siap
49,68,56,53,Siap
100,100,86,92,Siap
17,30,40,35,Belum Siap
46,78,85,62,Siap
20,38,27,70,Siap
2,2,12,48,Belum Siap
52,66,52,69,Siap
66,57,61,64,Siap
52,45,49,63,Siap
56,60,81,42,Siap
100,100,100,83,Siap
56,52,51,60,Siap
59,73,49,59,Siap
55,40,65,25,Siap
57,65,72,53,Siap
57,59,55,53,Siap
55,56,45,42,Siap
80,100,86,80,Siap
77,79,80,62,Siap
68,58,60,84,Siap
7,18,36,62,Siap
49,57,65,71,Siap
100,100,86,93,Siap
55,52,53,79,Siap
71,89,85,70,Siap
99,86,70,73,Siap
61,68,75,49,Siap
40,42,66,66,Siap
0,12,27,72,Belum Siap
77,83,76,77,Siap
55,44,44,68,Siap
42,70,65,28,Siap
39,26,19,92,Siap
59,46,48,56,Siap
59,58,53,88,Siap
70,76,64,83,Siap
43,34,40,58,Siap
75,92,79,67,Siap
44,59,60,55,Siap
17,19,29,20,Belum Siap
51,54,59,70,Siap
45,63,56,29,Siap
74,58,64,58,Siap
85,81,85,92,Siap
39,54,65,66,Siap
66,66,65,40,Siap
36,39,76,21,Siap
69,72,57,61,Siap
49,70,51,62,Siap
59,46,45,66,Siap
22,5,36,48,Belum Siap
100,100,67,61,Siap
39,36,46,55,Siap
44,44,54,62,Siap
52,64,45,69,Siap
30,27,32,77,Siap
26,40,49,53,Siap
44,26,37,50,Siap
80,78,61,89,Siap
54,42,35,82,Siap
100,100,76,82,Siap
41,56,60,64,Siap
30,56,47,45,Siap
59,51,70,42,Siap
75,55,61,51,Siap
24,51,56,70,Siap
65,69,77,73,Siap
34,44,62,62,Siap
26,24,45,53,Siap
25,22,34,44,Siap
12,14,29,41,Belum Siap
62,54,42,61,Siap
65,58,51,49,Siap
47,41,61,51,Siap
96,93,91,66,Siap
79,91,72,78,Siap
50,59,65,48,Siap
12,20,34,67,Siap
47,49,64,59,Siap
44,49,58,55,Siap
48,48,56,46,Siap
27,58,71,56,Siap
47,49,59,38,Siap
55,56,65,59,Siap
40,50,72,48,Siap
66,56,100,52,Siap
64,68,69,69,Siap
42,38,42,37,Siap
91,78,81,52,Siap
27,51,13,54,Siap
25,28,45,54,Siap
66,69,54,68,Siap
40,49,59,46,Siap
71,74,84,86,Siap
7,13,38,40,Belum Siap
84,90,78,86,Siap
69,74,58,58,Siap
36,34,21,57,Siap
27,33,38,49,Siap
96,93,89,68,Siap
42,65,57,51,Siap
42,40,49,39,Siap
21,23,4,53,Belum Siap
63,44,56,42,Siap
61,60,41,69,Siap
74,82,55,66,Siap
35,20,50,27,Siap
21,30,36,67,Siap
64,73,71,64,Siap
76,81,77,82,Siap
42,30,29,45,Siap
69,88,71,53,Siap
55,54,46,54,Siap
75,96,88,57,Siap
61,55,74,95,Siap
10,12,30,47,Belum Siap
63,53,65,39,Siap
85,67,73,69,Siap
33,36,31,64,Siap
47,43,46,37,Siap
64,63,52,53,Siap
0,0,35,26,Belum Siap
100,90,77,89,Siap
36,47,47,57,Siap
45,81,85,66,Siap
56,53,80,66,Siap
79,91,73,55,Siap
64,69,74,83,Siap
56,51,54,49,Siap
45,47,69,3,Siap
66,76,86,35,Siap
22,22,53,25,Belum Siap
69,64,57,62,Siap
34,37,57,32,Siap
70,100,79,74,Siap
59,71,63,76,Siap
81,68,58,71,Siap
52,84,74,68,Siap
32,28,10,29,Belum Siap
39,33,71,36,Siap
67,68,60,75,Siap
63,71,64,62,Siap
82,91,86,77,Siap
54,75,51,71,Siap
33,41,70,52,Siap
43,37,50,71,Siap
59,69,65,54,Siap
17,7,13,27,Belum Siap
97,98,82,55,Siap
75,76,75,73,Siap
76,84,79,65,Siap
30,34,39,59,Siap
80,95,76,75,Siap
97,100,77,78,Siap
31,32,27,34,Siap
81,75,82,77,Siap
57,55,68,59,Siap
38,24,48,47,Siap
73,72,58,72,Siap
74,75,70,71,Siap
54,49,63,43,Siap
85,74,64,77,Siap
21,26,47,53,Siap
41,36,59,35,Siap
64,56,53,68,Siap
60,60,60,68,Siap
40,34,38,48,Siap
83,68,52,62,Siap
73,75,68,92,Siap
80,75,77,84,Siap
42,75,70,58,Siap
77,74,74,74,Siap
56,54,73,44,Siap
97,94,100,73,Siap
35,41,77,22,Siap
100,97,94,84,Siap
51,54,60,76,Siap
33,36,7,72,Siap
84,92,74,71,Siap
69,64,43,74,Siap
74,72,78,76,Siap
91,86,69,100,Siap
63,55,94,83,Siap
54,56,46,71,Siap
77,77,74,79,Siap
53,53,55,49,Siap
75,74,64,70,Siap
33,18,17,65,Belum Siap
69,68,53,70,Siap
47,40,39,38,Siap
97,99,88,80,Siap
72,62,64,54,Siap
54,55,82,52,Siap
76,69,54,69,Siap
28,32,60,58,Siap
89,99,98,66,Siap
84,100,100,73,Siap
65,77,60,64,Siap
87,98,78,74,Siap
53,56,64,30,Siap
38,55,40,48,Siap
37,73,63,61,Siap
70,62,65,43,Siap
51,51,45,43,Siap
63,67,70,64,Siap
69,61,71,60,Siap
42,40,36,48,Siap
68,68,71,68,Siap
75,72,49,48,Siap
66,61,63,62,Siap
90,86,95,60,Siap
33,41,46,40,Siap
73,59,75,42,Siap
39,34,44,45,Siap
42,36,50,55,Siap
31,45,49,55,Siap
35,40,50,52,Siap
46,49,55,50,Siap
57,58,51,57,Siap
75,82,68,55,Siap
42,62,61,56,Siap
33,40,55,38,Siap
80,87,88,57,Siap
43,46,25,83,Siap
67,64,47,40,Siap
65,83,60,70,Siap
56,71,63,69,Siap
78,82,63,83,Siap
61,74,79,77,Siap
43,46,60,44,Siap
96,100,82,100,Siap
44,82,60,47,Siap
61,60,63,58,Siap
85,82,84,58,Siap
65,69,69,52,Siap
82,73,48,75,Siap
100,100,88,84,Siap
37,60,45,72,Siap
48,61,57,67,Siap
56,64,67,67,Siap
83,85,99,61,Siap
26,38,50,40,Siap
30,25,35,60,Siap
57,53,38,47,Siap
31,24,62,30,Siap
44,60,58,54,Siap
66,74,66,54,Siap
49,42,39,41,Siap
28,38,54,57,Siap
68,76,55,44,Siap
80,70,50,56,Siap
26,21,62,51,Siap
72,92,69,63,Siap
75,78,90,84,Siap
80,80,78,55,Siap
90,83,60,100,Siap
98,100,88,91,Siap
51,68,52,45,Siap
62,58,83,81,Siap
38,64,60,51,Siap
54,57,45,66,Siap
82,95,79,67,Siap
37,40,40,64,Siap
33,52,51,41,Siap
79,100,61,98,Siap
79,95,80,84,Siap
43,49,46,66,Siap
74,72,78,69,Siap
69,75,64,64,Siap
86,90,76,71,Siap
61,53,36,61,Siap
84,78,86,72,Siap
100,100,99,75,Siap
61,80,63,64,Siap
59,54,51,59,Siap
82,73,86,55,Siap
52,59,65,51,Siap
95,100,79,100,Siap
70,51,68,71,Siap
56,55,70,63,Siap
48,46,46,31,Siap
78,81,68,60,Siap
66,83,71,88,Siap
53,41,62,64,Siap
57,77,79,46,Siap
21,27,25,50,Belum Siap
55,67,63,51,Siap
72,70,51,39,Siap
94,100,92,96,Siap
49,39,53,53,Siap
38,26,32,49,Siap
39,52,62,35,Siap
32,24,39,53,Siap
83,90,100,42,Siap
89,85,79,92,Siap
47,61,59,65,Siap
86,82,59,100,Siap
69,68,54,49,Siap
53,50,70,44,Siap
61,56,50,56,Siap
54,58,50,48,Siap
30,21,37,45,Belum Siap
55,63,77,52,Siap
48,68,70,55,Siap
75,78,66,58,Siap
66,60,73,71,Siap
52,59,58,64,Siap
52,38,39,54,Siap
65,68,56,73,Siap
69,81,84,70,Siap
37,37,64,50,Siap
76,63,64,59,Siap
57,58,57,53,Siap
48,37,48,44,Siap
40,56,44,55,Siap
68,64,57,74,Siap
44,43,36,55,Siap
64,72,64,70,Siap
48,43,48,37,Siap
82,96,73,76,Siap
100,100,90,78,Siap
47,49,55,53,Siap
67,65,65,71,Siap
45,52,48,38,Siap
79,80,72,72,Siap
39,22,57,50,Siap
76,73,67,87,Siap
41,47,53,45,Siap
48,59,49,57,Siap
48,37,49,51,Siap
81,75,76,62,Siap
40,31,59,45,Siap
67,56,52,87,Siap
37,67,73,44,Siap
63,52,50,79,Siap
55,74,71,60,Siap
48,52,59,77,Siap
57,73,71,62,Siap
95,86,68,71,Siap
44,34,57,51,Siap
91,76,66,80,Siap
96,87,77,74,Siap
52,29,50,49,Siap
39,28,43,42,Siap
66,64,64,51,Siap
42,41,46,67,Siap
91,91,96,73,Siap
48,59,55,77,Siap
25,53,61,54,Siap
37,31,30,65,Siap
78,83,77,68,Siap
47,49,39,45,Siap
63,61,52,72,Siap
77,75,68,62,Siap
43,42,68,70,Siap
58,69,72,66,Siap
54,63,68,77,Siap
72,79,69,55,Siap
73,84,70,77,Siap
53,54,69,48,Siap
71,64,67,31,Siap
61,41,54,67,Siap
26,23,54,45,Siap
58,60,71,74,Siap
97,95,88,80,Siap
49,37,43,51,Siap
41,46,38,80,Siap
48,43,44,52,Siap
81,82,74,61,Siap
50,90,74,63,Siap
36,58,43,60,Siap
32,53,27,16,Siap
45,72,51,66,Siap
24,28,25,72,Siap
60,56,73,60,Siap
77,71,69,63,Siap
25,36,45,52,Siap
25,34,42,65,Siap
88,92,71,81,Siap
31,46,66,56,Siap
82,83,94,60,Siap
52,51,73,45,Siap
47,62,56,58,Siap
65,63,62,64,Siap
35,43,65,16,Siap
60,80,63,52,Siap
38,62,90,60,Siap
28,35,45,43,Siap
69,71,67,33,Siap
48,46,49,76,Siap
48,67,63,47,Siap
46,29,62,30,Siap
95,97,72,100,Siap
75,82,77,59,Siap
79,73,55,46,Siap
56,59,54,59,Siap
31,28,23,52,Siap
94,100,87,73,Siap
60,59,51,57,Siap
41,44,42,38,Siap
67,65,52,52,Siap
84,72,87,67,Siap
59,57,52,67,Siap
89,83,71,73,Siap
84,83,90,83,Siap
29,29,50,69,Siap
38,45,30,63,Siap
76,82,100,38,Siap
16,9,38,29,Belum Siap
51,45,73,69,Siap
22,41,46,44,Siap
47,48,68,23,Siap
50,52,55,50,Siap
34,49,40,29,Siap
57,57,43,51,Siap
40,39,33,40,Siap
100,96,85,78,Siap
100,99,77,100,Siap
37,38,39,32,Siap
88,98,77,67,Siap
60,50,43,70,Siap
59,62,76,74,Siap
68,54,80,72,Siap
41,50,40,67,Siap
88,74,77,73,Siap
57,65,56,50,Siap
58,50,52,68,Siap
45,26,36,33,Siap
35,51,40,51,Siap
34,38,57,39,Siap
51,57,66,44,Siap
29,27,11,75,Siap
49,56,63,65,Siap
90,84,75,95,Siap
84,91,70,78,Siap
58,54,86,87,Siap
59,61,66,61,Siap
100,98,85,100,Siap
74,66,60,70,Siap
60,54,59,59,Siap
42,36,22,43,Siap
67,68,54,82,Siap
73,77,71,73,Siap
51,42,53,36,Siap
53,84,62,71,Siap
48,58,47,38,Siap
62,53,66,66,Siap
9,9,8,42,Belum Siap
48,64,54,74,Siap
70,72,83,46,Siap
47,50,61,41,Siap
67,57,56,73,Siap
41,66,53,39,Siap
67,67,68,49,Siap
55,70,38,60,Siap
40,36,46,50,Siap
85,79,61,75,Siap
63,77,76,75,Siap
38,62,72,48,Siap
75,66,78,64,Siap
80,75,65,65,Siap
67,71,61,65,Siap
28,13,48,43,Siap
86,83,65,53,Siap
48,43,60,63,Siap
39,50,85,61,Siap
100,100,93,94,Siap
70,76,50,69,Siap
46,48,67,44,Siap
14,19,34,20,Belum Siap
80,84,71,83,Siap
17,31,43,46,Siap
46,36,56,51,Siap
53,43,46,85,Siap
97,88,82,77,Siap
80,77,81,75,Siap
54,52,73,57,Siap
49,81,63,40,Siap
51,45,38,62,Siap
68,58,48,68,Siap
63,64,54,45,Siap
86,70,89,49,Siap
77,84,56,80,Siap
63,67,100,73,Siap
52,58,60,24,Siap
76,82,65,72,Siap
36,69,58,56,Siap
30,33,26,50,Siap
54,44,65,57,Siap
59,53,41,51,Siap
77,84,77,76,Siap
54,55,39,49,Siap
44,32,24,73,Siap
68,60,97,66,Siap
42,76,45,50,Siap
60,68,61,51,Siap
83,81,71,99,Siap
83,84,100,79,Siap
47,49,52,46,Siap
40,49,45,61,Siap
35,40,39,53,Siap
70,73,89,74,Siap
90,93,90,71,Siap
50,67,67,57,Siap
51,49,58,53,Siap
83,92,86,78,Siap
69,71,75,26,Siap
74,72,71,86,Siap
27,35,25,55,Siap
82,78,66,68,Siap
40,41,32,75,Siap
32,41,41,39,Siap
43,50,58,84,Siap
52,45,57,63,Siap
54,59,60,63,Siap
32,29,39,39,Siap
67,97,67,59,Siap
80,85,69,51,Siap
18,21,19,26,Belum Siap
78,84,65,82,Siap
39,40,66,34,Siap
59,92,86,48,Siap
75,64,49,58,Siap
52,68,49,67,Siap
47,65,51,58,Siap
73,76,80,79,Siap
23,31,71,53,Siap
72,70,67,72,Siap
83,92,60,69,Siap
81,87,57,60,Siap
100,100,94,92,Siap
48,49,88,46,Siap
73,77,91,59,Siap
66,62,46,74,Siap
79,100,66,100,Siap
52,70,49,67,Siap
52,59,45,51,Siap
78,100,68,86,Siap
48,55,49,36,Siap
36,31,31,65,Siap
54,45,68,48,Siap
71,72,64,49,Siap
86,90,100,71,Siap
71,53,54,54,Siap
83,99,100,69,Siap
33,27,34,51,Siap
41,57,62,46,Siap
56,50,50,60,Siap
44,64,68,58,Siap
45,57,64,71,Siap
75,83,65,67,Siap
37,47,42,50,Siap
61,65,59,70,Siap
42,60,56,37,Siap
40,38,42,37,Siap
66,58,79,33,Siap
54,58,67,48,Siap
62,58,64,63,Siap
55,61,73,28,Siap
66,57,44,60,Siap
51,50,71,51,Siap
87,85,100,65,Siap
25,43,37,25,Belum Siap
49,45,48,78,Siap
91,100,91,100,Siap
30,39,31,35,Siap
35,34,34,48,Siap
62,72,57,85,Siap
15,12,52,11,Belum Siap
54,56,71,39,Siap
97,100,93,80,Siap
24,31,48,44,Siap
13,27,28,48,Belum Siap
18,41,26,87,Siap
72,75,60,78,Siap
79,86,67,72,Siap
45,47,45,42,Siap
59,75,67,57,Siap
88,84,77,83,Siap
100,92,81,85,Siap
61,45,64,98,Siap
0,26,45,43,Belum Siap
36,45,62,44,Siap
51,54,71,53,Siap
59,56,70,39,Siap
47,56,57,65,Siap
84,88,74,63,Siap
92,91,80,87,Siap
52,51,71,58,Siap
80,85,64,94,Siap
76,72,92,61,Siap
60,58,45,65,Siap
70,76,74,66,Siap
46,74,51,56,Siap
95,92,87,77,Siap
33,24,35,81,Siap
44,43,49,38,Siap
59,46,41,59,Siap
64,75,54,44,Siap
72,73,94,65,Siap
47,74,54,54,Siap
32,36,45,51,Siap
79,75,71,59,Siap
71,71,68,64,Siap
3,27,36,48,Belum Siap
62,59,41,77,Siap
37,34,41,62,Siap
29,35,46,47,Siap
44,36,72,44,Siap
74,79,59,82,Siap
53,62,58,56,Siap
40,38,38,42,Siap
83,79,53,86,Siap
35,30,47,43,Siap
65,64,60,59,Siap
47,57,24,43,Siap
58,61,61,72,Siap
79,73,60,63,Siap
76,70,66,58,Siap
87,89,85,69,Siap
50,63,62,82,Siap
67,68,60,80,Siap
43,57,78,53,Siap
57,86,41,51,Siap
76,70,53,87,Siap
57,70,47,60,Siap
36,25,52,40,Siap
56,65,58,64,Siap
69,75,67,48,Siap
23,54,45,52,Siap
22,35,48,56,Siap
88,82,69,100,Siap
61,73,82,71,Siap
54,52,69,59,Siap
37,34,48,63,Siap
50,40,60,41,Siap
68,95,81,81,Siap
68,53,86,66,Siap
49,47,57,46,Siap
67,88,68,54,Siap
41,36,34,64,Siap
82,91,88,42,Siap
61,93,100,56,Siap
35,58,56,38,Siap
50,57,47,87,Siap
16,0,46,75,Siap
26,34,47,36,Siap
36,30,53,79,Siap
53,59,62,77,Siap
54,46,54,59,Siap
32,47,47,64,Siap
45,53,54,49,Siap
62,77,66,61,Siap
74,71,72,70,Siap
4,20,28,32,Belum Siap
65,45,60,43,Siap
17,37,29,50,Siap
71,90,69,85,Siap
58,78,64,73,Siap
31,35,27,46,Siap
47,42,46,32,Siap
50,46,57,61,Siap
15,14,38,52,Belum Siap
73,60,57,55,Siap
59,52,61,77,Siap
90,79,84,80,Siap
38,41,52,36,Siap
43,55,43,46,Siap
12,35,32,41,Belum Siap
34,63,50,47,Siap
27,40,59,18,Siap
71,84,74,60,Siap
46,57,48,46,Siap
72,63,48,83,Siap
36,57,45,69,Siap
40,35,35,37,Siap
59,52,57,53,Siap
77,70,53,71,Siap
30,47,39,43,Siap
71,68,61,61,Siap
43,44,57,44,Siap
41,45,44,60,Siap
61,74,61,48,Siap
48,51,53,40,Siap
71,62,48,70,Siap
40,58,100,36,Siap
66,58,71,51,Siap
19,14,26,46,Belum Siap
0,39,38,54,Siap
71,66,45,69,Siap
95,92,86,72,Siap
33,57,52,42,Siap
49,69,49,60,Siap
71,67,69,64,Siap
64,80,76,70,Siap
21,13,27,31,Belum Siap
43,38,51,38,Siap
55,57,65,41,Siap
69,75,74,69,Siap
100,100,92,85,Siap
52,40,54,87,Siap
31,29,54,36,Siap
75,61,73,60,Siap
97,89,66,73,Siap
70,61,67,54,Siap
47,38,51,61,Siap
73,95,85,84,Siap
59,86,63,82,Siap
40,45,41,44,Siap
63,80,51,79,Siap
83,84,67,73,Siap
75,88,88,73,Siap
61,53,61,63,Siap
58,58,53,64,Siap
79,72,90,76,Siap
41,35,53,50,Siap
64,55,58,64,Siap
26,33,52,62,Siap
84,86,63,66,Siap
62,56,60,57,Siap
88,91,96,82,Siap
69,81,78,68,Siap
37,34,46,46,Siap
89,100,77,81,Siap
84,92,80,78,Siap
70,83,99,59,Siap
39,54,50,55,Siap
54,63,55,76,Siap
62,69,41,83,Siap
44,67,41,55,Siap
92,94,100,55,Siap
66,55,45,56,Siap
5,8,27,42,Belum Siap
77,56,68,45,Siap
53,51,44,89,Siap
72,59,51,41,Siap
54,66,57,90,Siap
74,78,100,55,Siap
76,83,66,61,Siap
41,76,66,85,Siap
47,45,63,51,Siap
53,59,55,78,Siap
62,61,69,43,Siap
40,38,48,72,Siap
72,64,76,62,Siap
76,66,59,68,Siap
82,100,69,81,Siap
97,82,60,51,Siap
22,44,33,73,Siap
75,78,67,81,Siap
37,44,43,56,Siap
79,74,69,62,Siap
36,46,60,59,Siap
13,49,42,55,Siap
64,64,52,100,Siap
2,6,4,41,Belum Siap
26,31,57,56,Siap
48,58,44,69,Siap
35,71,66,42,Siap
62,43,61,57,Siap
24,23,40,54,Siap
37,55,64,32,Siap
76,58,72,71,Siap
77,70,67,80,Siap
67,59,70,59,Siap
77,85,87,81,Siap
58,58,58,57,Siap
45,46,54,66,Siap
56,44,53,53,Siap
34,32,39,51,Siap
56,62,59,57,Siap
71,77,71,51,Siap
78,78,65,58,Siap
81,86,89,97,Siap
59,56,40,63,Siap
84,89,68,48,Siap
51,63,64,72,Siap
85,82,79,60,Siap
50,65,69,70,Siap
74,74,73,82,Siap
84,87,67,75,Siap
60,49,57,46,Siap
68,68,68,53,Siap
95,80,80,80,Siap
59,60,53,45,Siap
36,45,38,39,Siap
100,100,84,87,Siap
46,58,40,47,Siap
54,58,47,78,Siap
84,87,80,59,Siap
39,40,42,14,Belum Siap
54,38,38,57,Siap
73,75,57,66,Siap
37,20,21,52,Belum Siap
54,60,42,68,Siap
49,79,84,59,Siap
51,61,55,56,Siap
34,21,44,65,Siap
84,95,96,72,Siap
27,71,35,76,Siap
77,100,94,98,Siap
46,44,53,57,Siap
51,44,34,26,Siap
76,66,58,46,Siap
47,43,54,64,Siap
44,31,75,12,Siap
95,78,73,80,Siap
19,50,77,44,Siap
20,26,24,55,Belum Siap
83,87,84,75,Siap
54,50,33,35,Siap
22,50,64,50,Siap
24,31,38,58,Siap
90,94,67,91,Siap
37,34,56,37,Siap
51,73,65,66,Siap
75,72,69,77,Siap
67,69,70,92,Siap
71,61,53,70,Siap
23,22,48,71,Siap
37,47,81,44,Siap
67,66,66,66,Siap
43,43,55,45,Siap
55,63,48,55,Siap
87,76,84,68,Siap
60,90,72,62,Siap
33,35,53,16,Siap
100,100,98,73,Siap
85,79,80,80,Siap
49,49,40,81,Siap
83,73,82,62,Siap
100,100,100,74,Siap
31,29,13,78,Siap
48,56,45,77,Siap
8,19,27,53,Belum Siap
65,63,63,66,Siap
75,67,59,53,Siap
57,54,65,80,Siap
32,57,59,66,Siap
10,22,31,21,Belum Siap
58,64,62,42,Siap
86,83,80,57,Siap
56,63,39,71,Siap
69,68,49,75,Siap
30,24,41,54,Siap
70,73,74,68,Siap
50,60,52,54,Siap
41,38,26,80,Siap
35,59,43,52,Siap
47,47,63,55,Siap
79,77,50,57,Siap
28,36,48,73,Siap
37,64,49,64,Siap
62,59,59,47,Siap
28,53,26,60,Siap
97,97,73,57,Siap
44,55,62,50,Siap
40,53,58,35,Siap
50,43,52,36,Siap
100,90,94,90,Siap
79,70,72,76,Siap
38,44,56,68,Siap
84,77,57,75,Siap
65,71,76,49,Siap
71,59,90,42,Siap
60,49,58,76,Siap
46,41,32,75,Siap
57,71,75,77,Siap
59,44,54,62,Siap
99,85,100,76,Siap
30,41,30,54,Siap
93,88,91,54,Siap
41,62,53,34,Siap
72,61,60,66,Siap
67,86,59,68,Siap
46,43,37,100,Siap
78,76,100,41,Siap
12,3,29,37,Belum Siap
46,38,52,61,Siap
45,37,42,54,Siap
34,27,31,60,Siap
55,61,45,70,Siap
68,68,81,61,Siap
72,88,71,73,Siap
54,60,60,76,Siap
42,41,47,47,Siap
55,81,66,49,Siap
60,68,81,42,Siap
77,81,85,56,Siap
73,68,54,77,Siap
55,71,65,56,Siap
31,46,65,40,Siap
45,44,56,53,Siap
49,55,63,40,Siap
56,53,49,55,Siap
64,58,56,56,Siap
68,74,68,65,Siap
50,54,58,64,Siap
75,42,70,55,Siap
56,57,54,52,Siap
46,46,51,46,Siap
44,34,47,81,Siap
10,36,37,57,Siap
49,41,50,46,Siap
53,84,69,62,Siap
47,38,38,32,Siap
55,60,45,55,Siap
67,61,40,61,Siap
71,56,69,59,Siap
44,45,54,62,Siap
79,74,81,51,Siap
82,93,75,71,Siap
43,40,58,37,Siap
49,48,49,31,Siap
85,96,67,100,Siap
40,70,72,61,Siap
21,16,21,59,Belum Siap
25,53,28,34,Siap
49,55,65,52,Siap
38,32,39,59,Siap
58,55,40,75,Siap
43,56,51,54,Siap
91,97,84,92,Siap
59,62,50,59,Siap
75,88,87,81,Siap
87,95,68,66,Siap
90,88,78,65,Siap
51,77,60,58,Siap
0,21,34,48,Belum Siap
68,79,75,65,Siap
85,78,77,76,Siap
62,60,57,27,Siap
89,96,91,54,Siap
81,69,80,42,Siap
66,60,57,84,Siap
72,81,92,49,Siap
64,63,71,83,Siap
16,9,8,34,Belum Siap
47,70,49,57,Siap
83,85,80,58,Siap
41,48,45,38,Siap
53,58,53,76,Siap
39,37,49,70,Siap
89,89,88,82,Siap
91,95,88,52,Siap
41,42,32,66,Siap
49,78,47,65,Siap
41,45,47,73,Siap
74,70,61,40,Siap
70,68,59,87,Siap
74,70,62,58,Siap
61,75,76,47,Siap
100,100,100,88,Siap
34,32,49,63,Siap
27,30,42,49,Siap
49,41,54,40,Siap
28,34,48,26,Siap
32,25,27,18,Belum Siap
31,42,35,46,Siap
41,29,35,45,Siap
48,33,65,47,Siap
71,78,72,56,Siap
41,55,48,66,Siap
56,51,55,66,Siap
91,86,85,60,Siap
51,57,42,57,Siap
51,60,49,89,Siap
63,60,58,52,Siap
26,31,43,38,Siap
0,13,32,33,Belum Siap
73,65,64,47,Siap
71,70,56,97,Siap
100,100,57,100,Siap
61,68,71,66,Siap
72,73,91,72,Siap
64,50,35,51,Siap
64,71,49,66,Siap
90,90,72,80,Siap
17,18,30,68,Siap
69,60,61,80,Siap
96,100,72,92,Siap
62,68,67,67,Siap
89,85,100,91,Siap
52,53,79,33,Siap
54,62,72,44,Siap
50,65,47,46,Siap
3,13,28,38,Belum Siap
27,37,49,44,Siap
46,38,64,52,Siap
76,75,79,56,Siap
80,78,100,68,Siap
69,74,76,53,Siap
63,89,79,63,Siap
56,49,60,69,Siap
82,98,70,78,Siap
61,67,47,45,Siap
69,60,63,73,Siap
58,57,52,58,Siap
69,76,66,41,Siap
48,46,65,45,Siap
59,89,87,64,Siap
44,41,31,34,Siap
35,35,42,65,Siap
68,79,65,62,Siap
60,66,61,64,Siap
50,57,30,57,Siap
68,100,47,92,Siap
43,57,43,100,Siap
61,57,65,66,Siap
72,95,80,94,Siap
82,90,88,83,Siap
88,94,83,77,Siap
58,44,68,61,Siap
77,85,92,40,Siap
53,32,39,45,Siap
41,36,56,49,Siap
13,17,32,41,Belum Siap
89,92,100,76,Siap
45,46,62,45,Siap
50,56,57,42,Siap
44,57,36,31,Siap
81,72,53,64,Siap
58,40,58,75,Siap
25,35,43,31,Siap
70,55,71,54,Siap
38,22,45,46,Siap
46,37,45,32,Siap
11,11,28,28,Belum Siap
27,28,30,53,Siap
60,57,55,56,Siap
17,12,31,60,Belum Siap
39,39,41,24,Siap
48,55,67,55,Siap
53,35,58,49,Siap
92,97,100,79,Siap
90,89,97,58,Siap
30,37,45,44,Siap
67,75,58,75,Siap
84,72,83,64,Siap
49,41,35,66,Siap
16,45,50,70,Siap
65,66,74,60,Siap
63,59,61,65,Siap
51,36,56,64,Siap
73,69,66,63,Siap
49,45,46,43,Siap
41,35,39,50,Siap
57,60,60,52,Siap
71,61,83,68,Siap
37,28,33,46,Siap
81,90,75,81,Siap
20,24,42,28,Belum Siap
49,52,49,62,Siap
49,54,60,64,Siap
34,47,36,50,Siap
54,48,65,63,Siap
88,90,97,83,Siap
43,33,47,59,Siap
100,100,72,100,Siap
63,79,65,93,Siap
60,67,49,53,Siap
71,73,56,57,Siap
83,100,87,100,Siap
44,46,61,60,Siap
47,42,50,56,Siap
46,49,42,64,Siap
61,74,43,73,Siap
20,37,36,40,Siap
63,64,62,83,Siap
97,97,72,96,Siap
61,69,80,55,Siap
57,50,54,61,Siap
45,44,43,47,Siap
81,82,68,60,Siap
48,38,52,49,Siap
100,100,89,73,Siap
99,99,85,81,Siap
58,59,60,72,Siap
56,59,39,56,Siap
84,88,100,70,Siap
80,88,71,54,Siap
41,44,51,62,Siap
52,51,45,61,Siap
30,36,53,41,Siap
62,66,56,68,Siap
69,75,56,72,Siap
20,26,54,37,Siap
59,46,46,44,Siap
19,29,32,40,Belum Siap
40,44,61,52,Siap
63,71,69,71,Siap
40,44,69,42,Siap
62,58,47,62,Siap
28,29,25,46,Siap
57,61,54,60,Siap
55,52,69,61,Siap
40,40,54,7,Siap
55,47,62,54,Siap
64,64,58,72,Siap
39,45,39,44,Siap
18,27,42,71,Siap
95,95,79,63,Siap
45,53,31,52,Siap
63,63,67,55,Siap
82,79,69,69,Siap
100,100,100,91,Siap
37,23,53,57,Siap
63,80,60,60,Siap
53,50,45,45,Siap
54,49,32,45,Siap
51,40,42,56,Siap
35,47,36,54,Siap
61,62,60,55,Siap
24,47,19,58,Siap
81,82,58,63,Siap
59,56,71,89,Siap
68,62,66,68,Siap
50,51,45,54,Siap
49,57,54,40,Siap
